day,level,uid,day_formatted,date,number_of_calls,number_of_sms,duration_hours,number_of_deadlines
2013-04-25.7,2.0,u19,2013-04-25,2013-04-25,24.0,24.0,7.159166666666667,1.0
2013-04-26.8,1.0,u19,2013-04-26,2013-04-26,24.0,24.0,4.173055555555555,0.0
2013-04-29.19,3.0,u19,2013-04-29,2013-04-29,24.0,24.0,,0.0
2013-04-29.20,2.0,u19,2013-04-29,2013-04-29,24.0,24.0,,0.0
2013-05-01.9,2.0,u19,2013-05-01,2013-05-01,24.0,24.0,2.3016666666666667,0.0
2013-05-02.5,2.0,u19,2013-05-02,2013-05-02,24.0,24.0,2.210555555555556,1.0
2013-05-03.9,1.0,u19,2013-05-03,2013-05-03,24.0,24.0,,0.0
2013-05-12.4,4.0,u19,2013-05-12,2013-05-12,24.0,24.0,2.1913888888888886,0.0
2013-05-16.4,3.0,u19,2013-05-16,2013-05-16,24.0,24.0,1.051388888888889,0.0
2013-05-16.5,1.0,u19,2013-05-16,2013-05-16,24.0,24.0,1.051388888888889,0.0
2013-05-06.10,1.0,u19,2013-05-06,2013-05-06,24.0,24.0,2.5952777777777776,0.0
2013-05-14.3,1.0,u19,2013-05-14,2013-05-14,24.0,24.0,6.408055555555555,2.0
2013-05-13.3,2.0,u19,2013-05-13,2013-05-13,24.0,24.0,1.9352777777777777,1.0
2013-05-15.5,1.0,u19,2013-05-15,2013-05-15,24.0,24.0,7.832777777777778,0.0
2013-05-15.6,4.0,u19,2013-05-15,2013-05-15,24.0,24.0,7.832777777777778,0.0
2013-05-17.4,3.0,u19,2013-05-17,2013-05-17,24.0,24.0,,0.0
2013-05-18.8,3.0,u19,2013-05-18,2013-05-18,24.0,24.0,,0.0
2013-05-19.7,4.0,u19,2013-05-19,2013-05-19,24.0,24.0,0.0308333333333333,0.0
2013-05-20.4,4.0,u19,2013-05-20,2013-05-20,24.0,24.0,2.663611111111112,0.0
2013-05-20.5,1.0,u19,2013-05-20,2013-05-20,24.0,24.0,2.663611111111112,0.0
2013-05-22.2,1.0,u19,2013-05-22,2013-05-22,24.0,24.0,5.325555555555556,0.0
2013-05-22.3,4.0,u19,2013-05-22,2013-05-22,24.0,24.0,5.325555555555556,0.0
2013-05-24.4,1.0,u19,2013-05-24,2013-05-24,24.0,24.0,4.75,0.0
2013-05-24.5,4.0,u19,2013-05-24,2013-05-24,24.0,24.0,4.75,0.0
2013-05-31.1,5.0,u19,2013-05-31,2013-05-31,24.0,24.0,5.856388888888889,0.0
2013-05-25.3,1.0,u19,2013-05-25,2013-05-25,24.0,24.0,4.894444444444445,0.0
2013-05-25.4,3.0,u19,2013-05-25,2013-05-25,24.0,24.0,4.894444444444445,0.0
2013-05-29.1,4.0,u19,2013-05-29,2013-05-29,24.0,24.0,11.058333333333334,1.0
2013-05-26.1,2.0,u19,2013-05-26,2013-05-26,24.0,24.0,9.490833333333333,0.0
2013-03-29.33,1.0,u47,2013-03-29,2013-03-29,24.0,24.0,4.073055555555555,0.0
2013-05-23.5,4.0,u47,2013-05-23,2013-05-23,24.0,24.0,3.303888888888889,0.0
2013-04-02.17,5.0,u42,2013-04-02,2013-04-02,24.0,24.0,9.559722222222222,1.0
2013-04-03.40,5.0,u42,2013-04-03,2013-04-03,24.0,24.0,8.09138888888889,0.0
2013-04-05.39,4.0,u42,2013-04-05,2013-04-05,24.0,24.0,10.239166666666668,0.0
2013-04-08.36,2.0,u42,2013-04-08,2013-04-08,24.0,24.0,3.7202777777777776,1.0
2013-05-13.4,1.0,u42,2013-05-13,2013-05-13,24.0,24.0,2.733888888888889,1.0
2013-05-15.7,5.0,u42,2013-05-15,2013-05-15,21.0,21.0,6.563888888888889,0.0
2013-03-28.32,4.0,u33,2013-03-28,2013-03-28,24.0,24.0,1.6175000000000002,0.0
2013-03-29.34,1.0,u33,2013-03-29,2013-03-29,24.0,24.0,2.3827777777777777,0.0
2013-03-30.23,1.0,u33,2013-03-30,2013-03-30,24.0,24.0,2.813333333333333,0.0
2013-03-31.31,4.0,u33,2013-03-31,2013-03-31,24.0,24.0,4.265833333333334,0.0
2013-04-01.25,2.0,u33,2013-04-01,2013-04-01,24.0,24.0,6.258611111111111,0.0
2013-04-03.41,2.0,u33,2013-04-03,2013-04-03,24.0,24.0,6.244722222222222,2.0
2013-04-04.37,2.0,u33,2013-04-04,2013-04-04,24.0,24.0,1.7630555555555556,0.0
2013-04-05.40,1.0,u33,2013-04-05,2013-04-05,24.0,24.0,8.77611111111111,0.0
2013-04-06.25,4.0,u33,2013-04-06,2013-04-06,24.0,24.0,3.443888888888889,0.0
2013-04-06.26,1.0,u33,2013-04-06,2013-04-06,24.0,24.0,3.443888888888889,0.0
2013-04-08.37,4.0,u33,2013-04-08,2013-04-08,24.0,24.0,8.836388888888889,1.0
2013-04-09.32,4.0,u33,2013-04-09,2013-04-09,24.0,24.0,4.1525,0.0
2013-04-10.23,1.0,u33,2013-04-10,2013-04-10,24.0,24.0,8.264444444444445,1.0
2013-04-10.24,4.0,u33,2013-04-10,2013-04-10,24.0,24.0,8.264444444444445,1.0
2013-04-11.22,4.0,u33,2013-04-11,2013-04-11,24.0,24.0,7.745,0.0
2013-04-12.24,4.0,u33,2013-04-12,2013-04-12,24.0,24.0,5.380555555555556,0.0
2013-04-12.25,1.0,u33,2013-04-12,2013-04-12,24.0,24.0,5.380555555555556,0.0
2013-04-15.26,4.0,u33,2013-04-15,2013-04-15,24.0,24.0,5.5713888888888885,1.0
2013-04-13.21,4.0,u33,2013-04-13,2013-04-13,24.0,24.0,0.2047222222222222,0.0
2013-04-14.15,1.0,u33,2013-04-14,2013-04-14,24.0,24.0,0.2991666666666666,0.0
2013-04-17.27,3.0,u33,2013-04-17,2013-04-17,24.0,24.0,9.108888888888888,2.0
2013-04-17.28,2.0,u33,2013-04-17,2013-04-17,24.0,24.0,9.108888888888888,2.0
2013-04-18.23,4.0,u33,2013-04-18,2013-04-18,24.0,24.0,6.921666666666667,0.0
2013-04-20.10,5.0,u33,2013-04-20,2013-04-20,24.0,24.0,0.1763888888888888,0.0
2013-04-30.12,2.0,u33,2013-04-30,2013-04-30,24.0,24.0,2.382222222222222,1.0
2013-04-30.13,3.0,u33,2013-04-30,2013-04-30,24.0,24.0,2.382222222222222,1.0
2013-05-06.11,3.0,u33,2013-05-06,2013-05-06,24.0,24.0,6.833611111111111,0.0
2013-05-08.9,3.0,u33,2013-05-08,2013-05-08,24.0,24.0,9.971944444444444,1.0
2013-05-07.9,3.0,u33,2013-05-07,2013-05-07,24.0,24.0,2.1855555555555557,1.0
2013-05-24.6,3.0,u33,2013-05-24,2013-05-24,,,,1.0
2013-05-24.7,4.0,u33,2013-05-24,2013-05-24,,,,1.0
2013-05-30.3,2.0,u33,2013-05-30,2013-05-30,,,,0.0
2013-03-28.33,1.0,u58,2013-03-28,2013-03-28,24.0,24.0,5.137777777777778,0.0
2013-03-30.24,4.0,u58,2013-03-30,2013-03-30,24.0,24.0,11.873055555555556,0.0
2013-04-03.42,1.0,u58,2013-04-03,2013-04-03,24.0,24.0,6.6691666666666665,0.0
2013-04-04.38,2.0,u58,2013-04-04,2013-04-04,84.0,74.0,5.4025,0.0
2013-04-05.41,2.0,u58,2013-04-05,2013-04-05,21.0,22.0,6.042777777777777,0.0
2013-04-05.42,1.0,u58,2013-04-05,2013-04-05,21.0,22.0,6.042777777777777,0.0
2013-04-06.27,1.0,u58,2013-04-06,2013-04-06,24.0,24.0,7.289166666666667,0.0
2013-04-08.38,1.0,u58,2013-04-08,2013-04-08,24.0,24.0,2.6866666666666665,1.0
2013-04-09.33,1.0,u58,2013-04-09,2013-04-09,26.0,27.0,6.9475,0.0
2013-04-09.34,5.0,u58,2013-04-09,2013-04-09,26.0,27.0,6.9475,0.0
2013-04-17.29,2.0,u58,2013-04-17,2013-04-17,24.0,24.0,8.324722222222222,0.0
2013-04-12.26,5.0,u58,2013-04-12,2013-04-12,25.0,24.0,6.9191666666666665,0.0
2013-04-11.23,1.0,u58,2013-04-11,2013-04-11,16.0,16.0,4.306111111111111,0.0
2013-04-13.22,1.0,u58,2013-04-13,2013-04-13,23.0,23.0,7.033055555555555,0.0
2013-04-18.24,2.0,u58,2013-04-18,2013-04-18,24.0,24.0,12.098611111111111,0.0
2013-04-14.16,2.0,u58,2013-04-14,2013-04-14,24.0,24.0,8.648888888888889,0.0
2013-04-15.27,2.0,u58,2013-04-15,2013-04-15,24.0,24.0,4.1691666666666665,1.0
2013-04-15.28,1.0,u58,2013-04-15,2013-04-15,24.0,24.0,4.1691666666666665,1.0
2013-04-16.19,2.0,u58,2013-04-16,2013-04-16,24.0,24.0,3.531111111111111,0.0
2013-04-19.7,1.0,u58,2013-04-19,2013-04-19,24.0,24.0,4.308888888888889,0.0
2013-04-21.7,5.0,u58,2013-04-21,2013-04-21,24.0,24.0,0.553611111111111,0.0
2013-04-22.9,2.0,u58,2013-04-22,2013-04-22,24.0,24.0,5.211944444444445,1.0
2013-04-24.4,1.0,u58,2013-04-24,2013-04-24,24.0,24.0,,0.0
2013-04-23.16,5.0,u58,2013-04-23,2013-04-23,24.0,24.0,,0.0
2013-04-23.17,1.0,u58,2013-04-23,2013-04-23,24.0,24.0,,0.0
2013-04-28.1,2.0,u58,2013-04-28,2013-04-28,24.0,24.0,,0.0
2013-04-26.9,2.0,u58,2013-04-26,2013-04-26,24.0,24.0,,0.0
2013-04-29.21,2.0,u58,2013-04-29,2013-04-29,24.0,24.0,,0.0
2013-04-29.22,1.0,u58,2013-04-29,2013-04-29,24.0,24.0,,0.0
2013-04-30.14,2.0,u58,2013-04-30,2013-04-30,24.0,24.0,,1.0
2013-05-15.8,1.0,u58,2013-05-15,2013-05-15,24.0,24.0,6.652777777777778,0.0
2013-05-06.12,2.0,u58,2013-05-06,2013-05-06,24.0,24.0,6.572500000000001,0.0
2013-05-07.10,1.0,u58,2013-05-07,2013-05-07,24.0,24.0,4.178055555555556,1.0
2013-05-07.11,2.0,u58,2013-05-07,2013-05-07,24.0,24.0,4.178055555555556,1.0
2013-05-14.4,1.0,u58,2013-05-14,2013-05-14,24.0,24.0,9.630555555555556,0.0
2013-05-16.6,2.0,u58,2013-05-16,2013-05-16,24.0,24.0,5.213888888888889,0.0
2013-05-13.5,5.0,u58,2013-05-13,2013-05-13,24.0,24.0,8.397222222222222,1.0
2013-05-17.5,2.0,u58,2013-05-17,2013-05-17,24.0,24.0,4.813888888888888,0.0
2013-05-20.6,2.0,u58,2013-05-20,2013-05-20,24.0,24.0,1.813055555555556,0.0
2013-05-21.4,2.0,u58,2013-05-21,2013-05-21,24.0,24.0,4.828888888888889,0.0
2013-05-21.5,1.0,u58,2013-05-21,2013-05-21,24.0,24.0,4.828888888888889,0.0
2013-05-22.4,1.0,u58,2013-05-22,2013-05-22,24.0,24.0,4.169444444444444,0.0
2013-05-28,1.0,u58,2013-05-28,2013-05-28,24.0,24.0,8.155555555555555,0.0
2013-04-03.43,1.0,u20,2013-04-03,2013-04-03,24.0,24.0,2.4788888888888887,0.0
2013-03-27.25,4.0,u20,2013-03-27,2013-03-27,11.0,11.0,3.0625,0.0
2013-03-27.25,4.0,u20,2013-03-27,2013-03-27,11.0,11.0,3.0625,0.0
2013-04-04.39,1.0,u20,2013-04-04,2013-04-04,24.0,24.0,4.975,0.0
2013-04-08.42,1.0,u20,2013-04-08,2013-04-08,24.0,24.0,4.056388888888889,2.0
2013-04-07.22,1.0,u20,2013-04-07,2013-04-07,24.0,24.0,2.47,0.0
2013-04-11.24,2.0,u20,2013-04-11,2013-04-11,24.0,24.0,5.460555555555556,0.0
2013-04-03.44,1.0,u34,2013-04-03,2013-04-03,24.0,24.0,7.8075,0.0
2013-04-03.45,4.0,u34,2013-04-03,2013-04-03,24.0,24.0,7.8075,0.0
2013-04-05.43,1.0,u34,2013-04-05,2013-04-05,24.0,24.0,8.401111111111112,0.0
2013-04-29.23,1.0,u34,2013-04-29,2013-04-29,24.0,24.0,8.269722222222223,0.0
2013-04-03.46,1.0,u01,2013-04-03,2013-04-03,24.0,24.0,10.806666666666668,0.0
2013-03-27.26,4.0,u01,2013-03-27,2013-03-27,24.0,24.0,3.3891666666666667,0.0
2013-03-27.26,4.0,u01,2013-03-27,2013-03-27,24.0,24.0,3.3891666666666667,0.0
2013-04-01.26,2.0,u01,2013-04-01,2013-04-01,24.0,24.0,9.364444444444445,0.0
2013-03-28.34,4.0,u01,2013-03-28,2013-03-28,24.0,24.0,6.575555555555556,0.0
2013-03-29.35,1.0,u01,2013-03-29,2013-03-29,24.0,24.0,10.518611111111111,0.0
2013-03-30.25,1.0,u01,2013-03-30,2013-03-30,24.0,24.0,7.132777777777777,0.0
2013-03-30.26,5.0,u01,2013-03-30,2013-03-30,24.0,24.0,7.132777777777777,0.0
2013-03-31.32,1.0,u01,2013-03-31,2013-03-31,24.0,24.0,6.493611111111111,0.0
2013-04-04.40,4.0,u01,2013-04-04,2013-04-04,24.0,24.0,11.688888888888888,0.0
2013-04-05.44,4.0,u01,2013-04-05,2013-04-05,24.0,24.0,9.63638888888889,0.0
2013-04-06.28,4.0,u01,2013-04-06,2013-04-06,24.0,24.0,9.72638888888889,0.0
2013-04-06.29,5.0,u01,2013-04-06,2013-04-06,24.0,24.0,9.72638888888889,0.0
2013-04-07.23,1.0,u01,2013-04-07,2013-04-07,24.0,24.0,7.976111111111111,0.0
2013-04-10.26,1.0,u01,2013-04-10,2013-04-10,24.0,24.0,11.271944444444443,0.0
2013-04-10.27,2.0,u01,2013-04-10,2013-04-10,24.0,24.0,11.271944444444443,0.0
2013-04-17.31,1.0,u01,2013-04-17,2013-04-17,24.0,24.0,11.078888888888889,0.0
2013-04-11.25,1.0,u01,2013-04-11,2013-04-11,24.0,24.0,8.704166666666667,0.0
2013-04-12.27,1.0,u01,2013-04-12,2013-04-12,24.0,24.0,12.801666666666666,0.0
2013-04-13.23,4.0,u01,2013-04-13,2013-04-13,24.0,24.0,9.42388888888889,0.0
2013-04-14.17,1.0,u01,2013-04-14,2013-04-14,24.0,24.0,6.470555555555555,0.0
2013-04-19.8,4.0,u01,2013-04-19,2013-04-19,24.0,24.0,11.998888888888889,0.0
2013-04-01.27,2.0,u53,2013-04-01,2013-04-01,24.0,24.0,4.833333333333333,0.0
2013-04-01.28,1.0,u53,2013-04-01,2013-04-01,24.0,24.0,4.833333333333333,0.0
2013-03-27.27,1.0,u53,2013-03-27,2013-03-27,24.0,24.0,3.568333333333334,0.0
2013-03-27.27,1.0,u53,2013-03-27,2013-03-27,24.0,24.0,3.568333333333334,0.0
2013-03-28.35,1.0,u53,2013-03-28,2013-03-28,24.0,24.0,5.267222222222222,0.0
2013-03-29.36,1.0,u53,2013-03-29,2013-03-29,24.0,24.0,8.579166666666667,0.0
2013-03-30.27,2.0,u53,2013-03-30,2013-03-30,24.0,24.0,7.4775,0.0
2013-04-03.47,4.0,u53,2013-04-03,2013-04-03,24.0,24.0,9.391944444444444,0.0
2013-04-03.48,1.0,u53,2013-04-03,2013-04-03,24.0,24.0,9.391944444444444,0.0
2013-04-05.45,3.0,u53,2013-04-05,2013-04-05,24.0,24.0,10.391388888888889,0.0
2013-04-05.46,4.0,u53,2013-04-05,2013-04-05,24.0,24.0,10.391388888888889,0.0
2013-04-13.24,1.0,u53,2013-04-13,2013-04-13,22.0,22.0,4.4175,0.0
2013-04-19.9,1.0,u53,2013-04-19,2013-04-19,24.0,24.0,6.411666666666667,0.0
2013-04-29.24,1.0,u53,2013-04-29,2013-04-29,24.0,24.0,1.9444444444444444,0.0
2013-04-29.25,2.0,u53,2013-04-29,2013-04-29,24.0,24.0,1.9444444444444444,0.0
2013-04-25.9,1.0,u53,2013-04-25,2013-04-25,24.0,24.0,5.820277777777778,0.0
2013-05-15.9,1.0,u53,2013-05-15,2013-05-15,24.0,24.0,4.348611111111111,0.0
2013-05-20.7,1.0,u53,2013-05-20,2013-05-20,24.0,24.0,5.909722222222222,0.0
2013-03-29.37,1.0,u16,2013-03-29,2013-03-29,24.0,24.0,7.588055555555556,0.0
2013-03-27.28,1.0,u16,2013-03-27,2013-03-27,24.0,24.0,5.968055555555556,0.0
2013-03-27.28,1.0,u16,2013-03-27,2013-03-27,24.0,24.0,5.968055555555556,0.0
2013-03-28.36,1.0,u16,2013-03-28,2013-03-28,24.0,24.0,8.284444444444444,1.0
2013-03-30.28,1.0,u16,2013-03-30,2013-03-30,24.0,24.0,6.753055555555555,0.0
2013-03-31.33,4.0,u16,2013-03-31,2013-03-31,24.0,24.0,5.508055555555556,0.0
2013-04-02.18,1.0,u16,2013-04-02,2013-04-02,24.0,24.0,6.0025,1.0
2013-04-03.49,2.0,u16,2013-04-03,2013-04-03,24.0,24.0,6.360277777777778,0.0
2013-04-03.50,4.0,u16,2013-04-03,2013-04-03,24.0,24.0,6.360277777777778,0.0
2013-04-03.51,1.0,u16,2013-04-03,2013-04-03,24.0,24.0,6.360277777777778,0.0
2013-04-04.41,1.0,u16,2013-04-04,2013-04-04,24.0,24.0,5.534166666666667,0.0
2013-04-05.47,4.0,u16,2013-04-05,2013-04-05,17.0,17.0,6.183333333333334,0.0
2013-04-05.48,1.0,u16,2013-04-05,2013-04-05,17.0,17.0,6.183333333333334,0.0
2013-04-06.30,4.0,u16,2013-04-06,2013-04-06,24.0,24.0,5.308888888888889,0.0
2013-04-07.24,1.0,u16,2013-04-07,2013-04-07,24.0,24.0,6.639166666666666,0.0
2013-04-08.43,3.0,u16,2013-04-08,2013-04-08,24.0,24.0,5.933888888888889,1.0
2013-04-08.44,2.0,u16,2013-04-08,2013-04-08,24.0,24.0,5.933888888888889,1.0
2013-04-12.28,4.0,u16,2013-04-12,2013-04-12,24.0,24.0,3.188333333333333,0.0
2013-04-12.29,1.0,u16,2013-04-12,2013-04-12,24.0,24.0,3.188333333333333,0.0
2013-04-09.37,1.0,u16,2013-04-09,2013-04-09,11.0,11.0,4.178055555555556,1.0
2013-04-10.28,1.0,u16,2013-04-10,2013-04-10,24.0,24.0,6.883333333333333,0.0
2013-04-10.29,2.0,u16,2013-04-10,2013-04-10,24.0,24.0,6.883333333333333,0.0
2013-04-10.30,3.0,u16,2013-04-10,2013-04-10,24.0,24.0,6.883333333333333,0.0
2013-04-13.25,1.0,u16,2013-04-13,2013-04-13,24.0,24.0,3.0836111111111117,0.0
2013-04-11.26,3.0,u16,2013-04-11,2013-04-11,13.0,13.0,4.5616666666666665,0.0
2013-04-11.27,1.0,u16,2013-04-11,2013-04-11,13.0,13.0,4.5616666666666665,0.0
2013-04-15.30,3.0,u16,2013-04-15,2013-04-15,24.0,24.0,8.212222222222222,1.0
2013-04-14.18,3.0,u16,2013-04-14,2013-04-14,24.0,24.0,4.426388888888889,0.0
2013-04-14.19,1.0,u16,2013-04-14,2013-04-14,24.0,24.0,4.426388888888889,0.0
2013-04-14.20,2.0,u16,2013-04-14,2013-04-14,24.0,24.0,4.426388888888889,0.0
2013-04-16.21,1.0,u16,2013-04-16,2013-04-16,24.0,24.0,2.815,0.0
2013-04-17.32,1.0,u16,2013-04-17,2013-04-17,24.0,24.0,6.156111111111112,0.0
2013-04-18.25,1.0,u16,2013-04-18,2013-04-18,24.0,24.0,9.249722222222225,1.0
2013-04-18.26,2.0,u16,2013-04-18,2013-04-18,24.0,24.0,9.249722222222225,1.0
2013-04-19.10,2.0,u16,2013-04-19,2013-04-19,24.0,24.0,7.834166666666666,0.0
2013-04-19.11,3.0,u16,2013-04-19,2013-04-19,24.0,24.0,7.834166666666666,0.0
2013-04-20.11,2.0,u16,2013-04-20,2013-04-20,24.0,24.0,4.208333333333333,0.0
2013-04-21.8,3.0,u16,2013-04-21,2013-04-21,24.0,24.0,1.3219444444444444,0.0
2013-04-22.10,3.0,u16,2013-04-22,2013-04-22,24.0,24.0,5.74,1.0
2013-04-23.18,1.0,u16,2013-04-23,2013-04-23,24.0,24.0,5.905833333333333,0.0
2013-04-26.10,3.0,u16,2013-04-26,2013-04-26,24.0,24.0,5.970277777777778,0.0
2013-04-28.2,3.0,u16,2013-04-28,2013-04-28,24.0,24.0,3.8713888888888888,0.0
2013-04-29.26,3.0,u16,2013-04-29,2013-04-29,24.0,24.0,2.5997222222222223,0.0
2013-04-30.15,3.0,u16,2013-04-30,2013-04-30,24.0,24.0,,2.0
2013-04-30.16,4.0,u16,2013-04-30,2013-04-30,24.0,24.0,,2.0
2013-05-02.6,1.0,u16,2013-05-02,2013-05-02,21.0,21.0,6.094722222222222,1.0
2013-05-03.10,3.0,u16,2013-05-03,2013-05-03,24.0,24.0,6.641388888888889,0.0
2013-05-05.2,2.0,u16,2013-05-05,2013-05-05,24.0,24.0,7.160555555555556,0.0
2013-05-06.13,3.0,u16,2013-05-06,2013-05-06,24.0,24.0,4.288888888888889,0.0
2013-05-12.5,1.0,u16,2013-05-12,2013-05-12,18.0,18.0,0.2377777777777777,0.0
2013-05-07.12,2.0,u16,2013-05-07,2013-05-07,24.0,24.0,3.3708333333333336,1.0
2013-05-07.13,3.0,u16,2013-05-07,2013-05-07,24.0,24.0,3.3708333333333336,1.0
2013-05-11.2,4.0,u16,2013-05-11,2013-05-11,24.0,24.0,2.658888888888889,0.0
2013-05-11.3,1.0,u16,2013-05-11,2013-05-11,24.0,24.0,2.658888888888889,0.0
2013-05-04.3,1.0,u16,2013-05-04,2013-05-04,24.0,24.0,6.299444444444444,0.0
2013-05-14.5,2.0,u16,2013-05-14,2013-05-14,24.0,24.0,2.765,0.0
2013-05-08.10,1.0,u16,2013-05-08,2013-05-08,24.0,24.0,6.843333333333334,0.0
2013-05-10.3,3.0,u16,2013-05-10,2013-05-10,24.0,24.0,9.838611111111112,0.0
2013-05-15.10,2.0,u16,2013-05-15,2013-05-15,24.0,24.0,4.565555555555555,0.0
2013-05-15.11,4.0,u16,2013-05-15,2013-05-15,24.0,24.0,4.565555555555555,0.0
2013-05-19.8,4.0,u16,2013-05-19,2013-05-19,19.0,19.0,0.065,0.0
2013-05-19.9,1.0,u16,2013-05-19,2013-05-19,19.0,19.0,0.065,0.0
2013-05-17.6,4.0,u16,2013-05-17,2013-05-17,18.0,18.0,2.9961111111111114,0.0
2013-05-18.9,1.0,u16,2013-05-18,2013-05-18,16.0,16.0,1.737777777777778,0.0
2013-05-20.8,3.0,u16,2013-05-20,2013-05-20,24.0,24.0,,0.0
2013-05-20.9,1.0,u16,2013-05-20,2013-05-20,24.0,24.0,,0.0
2013-05-20.10,4.0,u16,2013-05-20,2013-05-20,24.0,24.0,,0.0
2013-05-21.6,2.0,u16,2013-05-21,2013-05-21,24.0,24.0,1.6,0.0
2013-05-21.7,3.0,u16,2013-05-21,2013-05-21,24.0,24.0,1.6,0.0
2013-05-22.5,1.0,u16,2013-05-22,2013-05-22,24.0,24.0,8.319166666666666,0.0
2013-05-23.6,3.0,u16,2013-05-23,2013-05-23,24.0,24.0,3.876666666666667,1.0
2013-05-23.7,2.0,u16,2013-05-23,2013-05-23,24.0,24.0,3.876666666666667,1.0
2013-05-24.8,2.0,u16,2013-05-24,2013-05-24,24.0,24.0,3.0475,0.0
2013-05-24.9,1.0,u16,2013-05-24,2013-05-24,24.0,24.0,3.0475,0.0
2013-05-28.1,3.0,u16,2013-05-28,2013-05-28,24.0,24.0,,0.0
2013-03-28.37,1.0,u54,2013-03-28,2013-03-28,27.0,100.0,3.6725,0.0
2013-03-30.29,1.0,u54,2013-03-30,2013-03-30,25.0,137.0,13.768055555555556,0.0
2013-04-05.49,3.0,u54,2013-04-05,2013-04-05,26.0,57.0,1.4325,1.0
2013-04-05.50,1.0,u54,2013-04-05,2013-04-05,26.0,57.0,1.4325,1.0
2013-04-10.31,1.0,u54,2013-04-10,2013-04-10,26.0,94.0,4.987777777777778,1.0
2013-04-11.28,1.0,u54,2013-04-11,2013-04-11,25.0,46.0,4.117222222222222,0.0
2013-04-12.30,2.0,u54,2013-04-12,2013-04-12,24.0,39.0,1.3211111111111111,1.0
2013-04-15.31,1.0,u54,2013-04-15,2013-04-15,25.0,45.0,4.510277777777778,1.0
2013-04-16.22,1.0,u54,2013-04-16,2013-04-16,35.0,74.0,0.7877777777777778,0.0
2013-04-17.33,4.0,u54,2013-04-17,2013-04-17,23.0,77.0,0.3552777777777778,2.0
2013-03-29.38,4.0,u35,2013-03-29,2013-03-29,24.0,24.0,5.191666666666666,0.0
2013-03-29.39,1.0,u35,2013-03-29,2013-03-29,24.0,24.0,5.191666666666666,0.0
2013-04-03.52,1.0,u35,2013-04-03,2013-04-03,24.0,24.0,6.205,0.0
2013-04-02.19,1.0,u35,2013-04-02,2013-04-02,24.0,24.0,9.474722222222224,1.0
2013-04-04.42,4.0,u35,2013-04-04,2013-04-04,24.0,24.0,4.058611111111111,0.0
2013-04-05.51,4.0,u35,2013-04-05,2013-04-05,24.0,24.0,6.353611111111111,0.0
2013-04-14.21,4.0,u35,2013-04-14,2013-04-14,24.0,24.0,1.3241666666666667,0.0
2013-04-09.38,4.0,u35,2013-04-09,2013-04-09,24.0,24.0,4.286388888888889,1.0
2013-04-10.32,1.0,u35,2013-04-10,2013-04-10,24.0,24.0,5.729722222222223,0.0
2013-04-12.31,1.0,u35,2013-04-12,2013-04-12,24.0,24.0,4.106944444444444,0.0
2013-04-15.32,1.0,u35,2013-04-15,2013-04-15,24.0,24.0,0.2352777777777777,1.0
2013-04-16.23,1.0,u35,2013-04-16,2013-04-16,24.0,24.0,0.8380555555555556,0.0
2013-04-18.27,2.0,u35,2013-04-18,2013-04-18,24.0,24.0,1.7930555555555556,0.0
2013-04-18.28,1.0,u35,2013-04-18,2013-04-18,24.0,24.0,1.7930555555555556,0.0
2013-04-29.27,3.0,u35,2013-04-29,2013-04-29,24.0,24.0,7.194722222222223,0.0
2013-04-29.28,1.0,u35,2013-04-29,2013-04-29,24.0,24.0,7.194722222222223,0.0
2013-04-30.17,1.0,u35,2013-04-30,2013-04-30,24.0,24.0,0.0447222222222222,1.0
2013-05-02.7,1.0,u35,2013-05-02,2013-05-02,24.0,24.0,1.538333333333333,0.0
